Address,Latitude,Longitude
"Irrigon, OR",45.895685,-119.491395
"Ravena, NY",42.468389,-73.816217
"Los Fresnos, TX",26.071723,-97.47635
"Mineral Springs, NC",34.937926,-80.668699
"Washington, D.C. (above I-295 bridge), DC",38.835029,-77.012149
"Ft. Pierce, FL",27.446685,-80.325615
"Kotzebue, AK",66.896914,-162.59306
"McHenrry, IL",42.333329,-88.266763
"Ocklawaha, FL",29.042755,-81.929274
"Revere Beach, MA",42.425535,-70.981445
"Springfield Township, OH",39.243468,-84.511752
"Fort Fairfield, ME",46.772216,-67.833911
"Beverly Shores, IN",41.692537,-86.97755
"Alligator Alley, FL",26.169443,-81.020027
"Dillingham, AK",59.039519,-158.463309
"Stirling, NJ",40.671337,-74.494557
"West Farmington, NM",34.519932,-105.870109
"Long Prairie, MN",45.974712,-94.865565
"Denton, MD",38.884557,-75.827177
"Biscoe, NC",35.359874,-79.779773
"College Point (Queens), NY",40.786371,-73.838984
"Gage (I-10, Exit 67), NM",30.527993,-99.852753
"Pasco County, FL",28.323246,-82.431955
"Hanover, NH",43.70222,-72.28957
"Kalaheo, HI",21.925595,-159.527237
"West Topsham, VT",44.117361,-72.308447
"Baldwinville, MA",42.608448,-72.075921
"Stover, MO",38.440882,-92.991874
"Johnson Creek (on outskirts of; on Hwy 94 east), WI",43.07614,-88.774252
"Wilkeson, WA",47.105369,-122.045654
"Ft. Myers Beach, FL",26.452043,-81.948165
"Questa, NM",36.703941,-105.594985
"Quaker City, OH",39.970089,-81.2993
"Davidsonville, MD",38.922737,-76.628575
"Jacksonville, OH",39.475089,-82.081831
"Wickieup (south of), AZ",34.705163,-113.611816
"Scottsdale/Northwest Mesa, AZ",33.415159,-111.83145
"Battle Lake, MN",46.280543,-95.713643
"Salunga/Landisville area right by highway 283, PA",40.145606,-76.558388
"Bolivar, Hermitage, and Urbana, MO",37.842232,-93.166844
"Edwards, CA",34.92404,-117.891212
"Rosiclare, IL",37.423687,-88.34617
"Pray/Livingston (between), MT",46.879661,-110.362565
"Pittstown, NJ",40.582896,-74.958475
"Levene, AZ",34.048954,-111.093709
"Charlotte (outside of; I-485), NC",35.139047,-80.928542
"Rubidoux, CA",33.997204,-117.417633
"Ivy Bluff, TN",35.66093,-86.031383
"Plam Bay, FL",28.034452,-80.588687
"Cedar Hill/Burnsmill, MO",38.353389,-90.64126
"Sacaton, AZ",33.076748,-111.739302
"Gainesville, MO",36.603121,-92.428196
"Lower Mount Bethel, PA",40.807773,-75.166193
"Sodaville, OR",44.483708,-122.869042
"Copan, OK",36.897553,-95.926099
"Vancouver, OR",49.282708,-123.120746
"Odessa, FL",28.1794,-82.557968
"Belleville, NJ",40.793655,-74.150034
"Saint Francis, KS",39.774208,-101.800963
"Colerain Township, OH",39.259196,-84.626982
"Newtown, OH",39.124528,-84.361604
"Hoffman, IL",38.541456,-89.263707
"Churchville, PA",40.203066,-74.996852
"Estrella (west of Phoenix), AZ",33.430404,-112.202629
"Madisonville, LA",30.404388,-90.157031
"Gallatin (town of; Red Hook zip), NY",41.995111,-73.875425
"Farmington/Helenville, WI",43.047416,-88.671325
"Casa Grande (near), AZ",32.910976,-111.773413
"Ran home Santa Fe, CA",33.947222,-118.085333
"Watchung, NJ",40.637904,-74.451004
"Hillsville, VA",36.762601,-80.73479
"Joppatown, MD",39.429042,-76.355699
"Bloomsbury, NJ",40.654006,-75.086556
"Philippi, WV",39.152347,-80.040373
"Spring Prairie, WI",42.691406,-88.404244
"Miami (Suburbs), FL",25.761694,-80.191813
"Martinsville, VA",36.691503,-79.872517
"Enterprise, WA",48.013752,-118.218606
"Santa Fe (on ranch), CA",36.778265,-119.417914
"Beacon Falls, CT",41.442618,-73.061758
"Starview, PA",40.048406,-76.68829
"West Mobile, AL",30.69535,-88.039914
"Carpenteria, CA",34.398899,-119.518437
"Morrisville, PA",40.208628,-74.774638
"Monticello, MN",45.305511,-93.79413
"Wheeler AAF, HI",21.48469,-158.038656
"Zion, IL",42.446159,-87.83287
"Bothell/Kirkland, WA",47.760087,-122.205457
"Cooleemee, NC",35.810406,-80.555876
"Grayslake, IL",42.344457,-88.041756
"Memphis (north of), TX",34.724801,-100.534022
"Farmington, WA",47.089362,-117.044049
"Mettawa, IL",42.233342,-87.9259
"Camp Pendleton, CA",33.317839,-117.320498
"Lebo, KS",38.416678,-95.853062
"Bean Station, TN",36.343727,-83.284041
"Ione, OR",45.501218,-119.824736
"Idanha, OR",44.702615,-122.078704
"Fredonia, PA",41.321749,-80.25866
"Perrine, FL",25.599844,-80.355097
"Washington, D.C. & Baltimore (between; on I-295), MD",38.907196,-77.036854
"Los Ranchos de Albuquerque, NM",35.161971,-106.642825
"Culpeper, VA",38.473322,-77.996139
"Spring Hill, TN",35.751201,-86.929988
"Claysburg, PA",40.296756,-78.449721
"Camp Lake, WI",42.534754,-88.143678
"Selkirk, NY",42.531973,-73.798484
"Southmont, NC",35.667933,-80.26699
"Carefree, AZ",33.822266,-111.918221
"Los Angeles (Venice Beach), CA",33.985065,-118.469505
"New London, MN",45.301083,-94.944192
"Orono, MN",44.971327,-93.604405
"Morganza, MD",38.375393,-76.695498
"Ocala, RI",29.187202,-82.140071
"Thornton, KY",37.173452,-82.778478
"West Palm Beach Co., FL",26.715362,-80.053353
"Fort Stockton (near), TX",30.894019,-102.879327
"Las Vegas (north of; on Hwy. 95), NV",36.254277,-115.246736
"Lupton City, TN",35.104704,-85.263172
"Kingston, MA",41.993262,-70.728459
"Lake Ozark, MO",38.198669,-92.638817
"Stanton, TX",32.129276,-101.788444
"Emigrant Pass (near; foothills of), OR",40.65522,-116.273711
"Ten mile, TN",35.666735,-84.664681
"Rover, TN",35.673099,-86.596644
"Clark, NJ",40.627829,-74.31276
"Baltimore (West Hampden), MD",39.33339,-76.632586
"Helenville, WI",43.011966,-88.699546
"Barrington, NJ",39.864848,-75.055176
"Ayer/Harvard, MA",42.526213,-71.580426
"Phoenix (Fort McDowell), AZ",33.636725,-111.674604
"Seneca, KS",39.834168,-96.064148
"Bolton, NY",43.557078,-73.655094
"Antinito, CO",37.079164,-106.008611
"Little Chute, WI",44.279987,-88.318456
"Mineola, TX",32.663215,-95.488268
"Rockville, VA",37.725918,-77.678815
"Goliad, TX",28.668345,-97.388316
"York Valley, AZ",32.88787,-109.207866
"Jamison, PA",40.254871,-75.089055
"Mount Sterling, KY",38.056469,-83.943259
"LaCrosse, FL",29.843285,-82.404846
"Little Torch Key, FL",24.667433,-81.390815
"La Luz, NM",32.977891,-105.941954
"Tempe/Phoenix, AZ",33.425501,-111.939983
"Tome, NM",34.748236,-106.725939
"Waukee, IA",41.61494,-93.872237
"Concord, OH",41.674491,-81.22454
"Route 66 West (Exit 50), VA",36.145114,-96.002354
"Salem, NM",32.712722,-107.204569
"Ten Mile to Knox, TN",35.960619,-83.920736
"Whitestone, NY",40.792053,-73.809565
"Four Oaks, NC",35.444908,-78.426962
"Lakveville, MN",44.649699,-93.242738
"Huntingdon, TN",36.000629,-88.428124
"Huntington, TX",31.277723,-94.577045
"Orting, WA",47.097895,-122.204301
"Vassar, MI",43.371985,-83.583296
"Larned, KS",38.180596,-99.098709
"Moline, IL",41.506679,-90.515154
"Lake Wataree, SC",34.41281,-80.827271
"Manassas Park, VA",38.784027,-77.46969
"Washington, VT",44.1056,-72.432609
"Norwich/Thetford, VT",43.825066,-72.243475
"Amery/Star Prairie, WI",45.306922,-92.362142
"Warren, IL",42.496371,-89.989551
"Plainfield, VT",44.278089,-72.426505
"Port Isabel, TX",26.07342,-97.208577
"West Danville, VT",44.407921,-72.210496
"Mount Vernon, IL",38.317276,-88.903135
"Howland, OH",41.257645,-80.732549
"Barre Town, VT",44.160809,-72.448373
"Clio, MI",43.177525,-83.734108
"Camby/Indianapolis, IN",39.647211,-86.307445
"Foley, MN",45.664668,-93.909711
"Ivor, VA",36.904048,-76.899694
"Hillsboro, ND",47.403884,-97.062015
"Accord, NY",41.785627,-74.229019
"Neskowin, OR",45.106752,-123.984286
"Woodside, NY",40.753316,-73.906883
"Mill Spring, NC",35.297807,-82.161958
"Denvile, NJ",40.892307,-74.477398
"Florham Park, NJ",40.787876,-74.388223
"Road, TX",31.96861,-99.901835
"I-495 North (driving on), MD",39.006477,-77.069277
"Burbank, OH",40.988693,-81.994863
"Antioch, IL",42.477216,-88.095651
"Jerome, AZ",34.748909,-112.113783
"Woodland Township, NJ",39.853759,-74.52291
"Colorado Springs (east of), CO",38.833863,-104.821344
"DeLuz/Temecula, CA",33.514706,-117.102309
"Otay Mesa, CA",32.559447,-116.973476
"Elk City, OK",35.411971,-99.404248
"Leesville, SC",33.916353,-81.513231
"Taylor, MO",39.93809,-91.523786
"Sutherlin, CA",43.390137,-123.312588
"Longview, MO",36.723148,-94.202989
"Lafayette (14 mi. E of), LA",30.224117,-92.019853
"Elk Grove Village, IL",42.003934,-87.970348
"Houston, MO",37.326181,-91.956007
"Rifton, NY",41.837574,-74.037377
"Ivanhoe, NC",34.584432,-78.241912
"Wrightsville, GA",32.729313,-82.719872
"Corona del Mar, CA",33.597875,-117.873014
"Unity, PA",40.293991,-79.44788
"Arlington/Marysville, WA",48.198726,-122.125146
"North Riverside, IL",41.846105,-87.815762
"Lordstown (near; on I-80), OH",41.334871,-82.678856
"Thermopolis, WY",43.646057,-108.212036
"Hereford Township, PA",40.444199,-75.585897
"Garfield Heights, OH",41.41698,-81.605976
"Hoffman, NC",35.03238,-79.547529
"Brodheadsville, PA",40.924561,-75.393806
"Holden, ME",44.752843,-68.678921
"Hubertus, WI",43.236445,-88.221685
"Phenix city, AL",32.470958,-85.000761
"Forest Acres, SC",34.01931,-80.989796
"Paris-Winchester, KY",37.990097,-84.179671
"New Haven/Fair Haven/ East Haven, CT",41.297853,-72.887312
"Adak, AK",51.866794,-176.638535
"Seymour, TN",35.872537,-83.774041
"New Blaine, AR",35.28946,-93.420031
"Twin Lake, MI",43.362806,-86.164768
"Orangevale, CA",38.678497,-121.225778
"Roberts County, SD",45.611632,-97.033576
"North Shore, HI",21.561631,-158.071597
"Stanardsville, VA",38.297379,-78.440003
"Newtown, CT",41.414106,-73.303548
"Cornelius, OR",45.520934,-123.059581
"Pound Ridge, NY",41.208416,-73.574817
"Branchland, WV",38.220896,-82.203732
"French Creek, WV",38.885636,-80.297296
"Corinth, KY",38.496751,-84.564112
"Medford, NY",40.817625,-73.000121
"Crystal City, MO",38.226978,-90.385489
"Wilkes-Barre/Hazleton (between), PA",41.245896,-75.881328
"Southwest UK (UK/England), AL",50.777199,-3.999472
"Avon/Eagle, CO",39.635037,-106.522105
"Harpersville, AL",33.343982,-86.438058
"Orient, OR",45.467331,-122.352571
"Hilldale, WV",37.637896,-80.78732
"Glendale (La Crecenta, CA",34.228645,-118.23509
"Gill, CO",40.45388,-104.543674
"Campobello, SC",35.115644,-82.15009
"Elmhurst, NY",40.737985,-73.880118
"Upton/Millbury, MA",42.217822,-71.755743
"Greene, NY",42.329268,-75.769901
"Plum, PA",40.500352,-79.749498
"Wind Lake, WI",42.829437,-88.15871
"Sligo, PA",41.109204,-79.490066
"Tomahawk, WV",39.530402,-78.046931
"Mill Run, PA",39.951189,-79.454501
"Grafton, WV",39.340951,-80.018965
"Toluca Lake, CA",34.150185,-118.354954
"Harlansburgh, PA",41.021797,-80.188644
"Sky Valley, CA",33.890006,-116.352518
"Moorpark, CA",34.285557,-118.882056
"Surrey, ND",48.236384,-101.133496
"McComb, OH",41.107551,-83.792734
"Camden, MI",41.752293,-84.75773
"Matanzas Inlet, FL",29.705784,-81.228415
"rockford, IL",42.271105,-89.094013
"Dayton, OR",45.220818,-123.075586
"Rogersville, MO",37.117012,-93.055731
"Meeteetse, WY",44.157198,-108.871503
"Sabine Pass, TX",29.733258,-93.894784
"Grand Bay, AL",30.476335,-88.342208
"Old Bethpage, NY",40.762624,-73.453183
"White Bear Lake, MN",45.085384,-93.008167
"Nevada City, CA",39.261577,-121.01608
"Brookville, OH",39.836746,-84.411341
"Attelboro, MA",41.944543,-71.285594
"Whitesburg, GA",33.493992,-84.913812
"Pope, MS",34.215086,-89.947889
"North Minneapolis, MN",44.977748,-93.264992
"New York City (East Harlem), NY",40.795719,-73.938929
"Alford, FL",30.693817,-85.392153
"New Boston, TX",33.459815,-94.415464
"Pineville, LA",31.322431,-92.434307
"Mountatin Top, PA",41.169544,-75.877401
"Oakland, KY",37.041962,-86.248335
"Penndel, PA",40.152077,-74.916563
"Robbinsville, NJ",40.216209,-74.61954
"New Haven (Fair Haven/East Haven), CT",41.297853,-72.887312
"Dothan (general area), AL",31.223258,-85.390469
"Milwaukee (north of), WI",42.969823,-88.027814
"Russell Springs, KY",37.0562,-85.088588
"Hamburg, MI",42.464225,-83.851059
"Oakland Township, MI",42.756087,-83.143474
"Brighton, MA",42.348925,-71.160472
"Trumann, AR",35.678625,-90.524158
"East Los Angeles (Boyle Heights), CA",34.029804,-118.211709
"Valley Falls, KS",39.343335,-95.460233
"Richmond (near), VA",37.54075,-77.436049
"Polson (north of), MT",47.693227,-114.16311
"Union, WV",37.591489,-80.543701
"Frenchtown (Monroe), MI",41.964235,-83.358386
"Spring Grove, IL",42.443624,-88.236484
"Mount Ida, AR",34.55833,-93.632936
"New Bloomington, OH",40.583418,-83.316599
"Bexley, OH",39.968952,-82.9377
"Cowlington, OK",35.30974,-94.787273
"Grafton, MA",42.207015,-71.685632
"Huntingdon Valley, PA",40.137964,-75.072805
"Green Bay West, WI",44.521588,-88.034347
"Paris, MO",39.480845,-92.001297
"Charles City, IA",43.066383,-92.672403
"Catawissa/Burnsville, MO",38.424788,-90.782627
"Clare, MI",43.819447,-84.768609
"Alanson, MI",45.444199,-84.786693
"Jefferson, MD",39.362079,-77.531974
"Wilmington (?), NC",34.210412,-77.886824
"Campton, NH",43.822483,-71.644067
"San Benito, TX",26.132558,-97.631086
"Amarillo (east of), TX",35.221988,-101.831285
"Sparta, GA",33.275726,-82.976247
"Layton (south of), UT",41.060249,-111.971073
"Montague, CA",41.728204,-122.52782
"Sea-Tac (to the south of??), WA",47.447973,-122.308805
"Brownsville (on I-5 highway), OR",25.901742,-97.497492
"Pine River, WI",45.134118,-89.622069
"Eureka, IL",40.721409,-89.272882
"Montrose, PA",41.833992,-75.877119
"Suquamish, WA",47.731213,-122.552353
"Loleta, CA",40.641076,-124.226335
"Eastsound, WA",48.696627,-122.906125
"Sears Point Raceway, CA",38.160888,-122.454715
"Flowermound, TX",33.014594,-97.096948
"Lolo, MT",46.757409,-114.0813
"Sidney, IA",40.748319,-95.647496
"Newport, NH",43.365378,-72.173458
"Nome, AK",64.500564,-165.408629
"Redland, OR",45.343478,-122.492884
"Sugar Grove, OH",39.626444,-82.5485
"Dunes City, OR",43.88316,-124.115108
"Capitol Heights, MD",38.885101,-76.915827
"Pulaski, TN",35.199817,-87.030853
"South Lyon, MI",42.460568,-83.651592
"Brooklyn Center, MN",45.076084,-93.332746
"Fremont, NE",41.433365,-96.498149
"Cleveland, WI",43.915004,-87.74729
"Athens, IL",39.960898,-89.724012
"Kenvil, NJ",40.879627,-74.618586
"Hollywood, AL",34.724277,-85.972479
"Buena Vista, CO",38.842192,-106.131146
"Lucasville, OH",38.879509,-82.996827
"Beaverdam, VA",37.941225,-77.654454
"Crestone, CO",37.996364,-105.699744
"Tuscarora Indian Reservation, NY",43.159693,-78.942625
"Red Hill, AL",34.258815,-86.422853
"Somerset Center, MI",42.051176,-84.41358
"Gibsonville, NC",36.106865,-79.541368
"Salt Lake City (north of), UT",40.760775,-111.891065
"burlington, KY",39.027576,-84.724093
"Idaho falls, ID",43.492658,-112.040755
"Vannuys, CA",34.189837,-118.451379
"Indianapolis/Fishers, IN",39.956863,-86.017179
"sacramento, CA",38.581549,-121.494414
"Eagle, PA",40.077897,-75.687688
"Bistib, MA",42.360058,-71.058888
"Granite Falls, WA",48.083966,-121.968751
"west union, OH",38.794516,-83.545173
"Glacier, WA",48.890149,-121.945699
"Windgap, PA",40.848126,-75.291549
"White sands missile range, NM",33.238513,-106.346402
"Rockvile, MD",39.083974,-77.152754
"Freeport, MI",42.766119,-85.313364
"Soddy Daisy, TN",35.235918,-85.190773
"Soddy Daisy/Hixson, TN",35.137286,-85.2368
"Harmonyville, PA",40.189268,-75.722957
"Electra, TX",34.029264,-98.918957
"St. Joseph, MO",39.767441,-94.846678
"Circleville, NY",41.514235,-74.383471
"Ocean Beach, CA",32.749475,-117.247043
"Horseheads, NY",42.167046,-76.820499
"Sharon, MA",42.123665,-71.178604
"Ferguson Falls, MN",46.334472,-96.101833
"Wynanskill, NY",42.696759,-73.644265
"Marshallberg, NC",34.727918,-76.515734
"Arlington, TN",35.296172,-89.661484
"Lake In The Hills, IL",42.181669,-88.330364
"Shepherdsville, KY",37.988388,-85.715789
"Boiling Springs, NC",35.254313,-81.667055
"Plaquemine, LA",30.289091,-91.234293
"Palos Park, IL",41.667229,-87.830322
"Dubre, KY",36.838695,-85.558786
"Gonzales, ID",30.238506,-90.920122
"Clermont, GA",34.477856,-83.773534
"none, TX",30.035795,-94.424344
"Sherman, MS",34.359245,-88.841191
"Cleveland (SE section), TN",35.159501,-84.87659
"Vandiver, AL",33.470829,-86.513496
"Mt. Pleasant, TX",33.1568,-94.968273
"Richland, MI",42.376157,-85.455005
"Centre, AL",34.152017,-85.678837
"Blanchard, MI",43.520051,-85.08004
"Osprey, FL",27.196137,-82.490361
"Gardiner/Pittston, ME",44.223459,-69.692939
"Rotterdam/Amsterdam, NY",51.924439,4.47773
"Scenic, AZ",36.781527,-114.003513
"Morrisville, NY",42.898676,-75.640187
"Abita Springs, LA",30.478525,-90.037596
"New Martinsville, WV",39.644513,-80.857618
"Walkertown (Johns Road), NC",36.175416,-80.153088
"Trotwood/Englewood, OH",39.877532,-84.302156
"Utica, MS",32.109571,-90.623455
"Panguitch, UT",37.82275,-112.435748
"Swain, NY",42.477817,-77.853347
"Corpus Christi (south of), TX",27.800575,-97.396359
"Granton, WI",44.588876,-90.461266
"Hurley, NM",32.699271,-108.131968
"Pie Town, NM",34.298377,-108.13478
"South Phoenix/Laveen, AZ",33.382595,-112.123667
"Bay Area, CA",37.827182,-122.291298
"Mira Mesa, CA",32.918459,-117.138258
"29 Palms, CA",34.135535,-116.054157
"Litchfield, CA",40.382671,-120.38718
"Long Beach/Los Angles, CA",33.770077,-118.193722
"Las Vegas/Summerlin, NV",36.189583,-115.303656
"San Diego, CO",33.093388,-116.608171
"San Diego (Mission Valley), CA",32.767064,-117.162356
"Ozena, CA",36.778265,-119.417914
"Lomira, CA",33.792214,-118.315087
"Newberry Springs, CA",34.828582,-116.688931
"Boyle Heights, CA",34.029804,-118.211709
"Wilows, CA",39.524312,-122.193601
"Tustin (viewed from), CA",33.742018,-117.823637
"Filmore, CA",34.399184,-118.91817
"Buellton (near), CA",34.61359,-120.192628
"Coldwater, MI",41.940332,-85.000521
"Elm City, NC",35.806545,-77.863318
"East Rutherford, NJ",40.834006,-74.097088
"Manchester to Baltimore, MD, NH",39.290369,-76.612194
"Henderson, KY",37.836157,-87.590034
"Menifeeca, CA",33.697166,-117.185282
"Clancy, MT",46.465184,-111.986375
"Berryville, VA",39.151797,-77.9822
"Kensington, CT",41.635399,-72.768719
"Wheatfields, AZ",36.237795,-109.128721
"Longboat, FL",27.412519,-82.659009
"Burns Harbor, IN",41.625886,-87.133369
"Coopertown, TN",36.438762,-86.969292
"Hauppauge, NY",40.825678,-73.202599
"Tridelphia, WV",40.0526,-80.62839
"Manoa Hills, HI",21.342062,-157.799227
"Knights Landing, CA",38.799716,-121.720573
"Morgan Hill, CA",37.130484,-121.654408
"East Hemet, CA",33.740004,-116.938934
"Encintas, CA",33.03696,-117.29199
"Carmel Valley, CA",36.479927,-121.732777
"San Diego/Mira Mesa, CA",32.918459,-117.138258
"Isla Vista, CA",34.413303,-119.860957
"Cardiff by The Sea, CA",33.020823,-117.278896
"Soledad, CA",36.424712,-121.326298
"Homeland, FL",27.817935,-81.826065
"Stallings, NC",35.090697,-80.686196
"Tucson (southwest of town), AZ",32.253952,-110.974182
"Willglen, CA",37.294404,-121.913553
"Hollis, ME",43.634701,-70.620878
"Miami Shores, FL",25.863127,-80.192848
"Gardner, ME",44.230078,-69.775304
"La Crescenta, CA",34.228645,-118.23509
"Berlin, NJ",39.791253,-74.92906
"Appalachia, VA",36.906736,-82.781825
"Granger, IA",41.761117,-93.824384
"Bremen, OH",39.701758,-82.426817
"North Star, DE",39.761209,-75.719121
"Deer Park, WI",45.188002,-92.385476
"Peru, IL",41.327526,-89.128993
"Midway, AR",36.38532,-92.461823
"Grapevine, TX",32.934312,-97.078072
"Copley, OH",41.098936,-81.644555
"Wicksburg, AL",31.208217,-85.62242
"Wyckoff, NJ",41.009514,-74.172919
"Lincoln/Omaha (between), NE",41.173754,-96.142133
"Wayland, KY",37.445089,-82.805151
"Rensselaer, NY",42.64259,-73.742882
"Zolfo Springs, FL",27.493347,-81.795925
"Wellsville, NY",42.122039,-77.948045
"Grayson, GA",33.894278,-83.955751
"Afton, MO",38.550624,-90.333174
"Sicklerviller/Turnersville, NJ",39.7721,-75.049456
"Between, GA",33.817609,-83.807391
"Mercer (RT 19), PA",41.226092,-80.239911
"Point of Rocks, MD",39.275896,-77.539186
"Frostburg, Lavale, MD",39.658149,-78.928338
"Maysville, KY",38.641191,-83.744356
"Organ House, CA",39.344328,-121.265149
"Kendall, NY",43.327181,-78.036008
"Olmsteadville, NY",43.771725,-73.927179
"Thonotosassa, FL",28.061396,-82.30229
"Dayton, VA",38.413823,-78.938909
"Kit Carson, CO",38.761087,-102.789372
"Bantam, CT",41.724551,-73.236242
"Illinois (location not specified), IL",40.633099,-89.398546
"Stapleton, AL",30.742668,-87.793304
"Summerfield Township, MI",41.846163,-83.698641
"Franklyn, MI",42.522231,-83.306063
"Diamond Bar, CA",34.028616,-117.810342
"Wethersfield/Cromwell are, CT",41.70636,-72.659644
"Aloharetta, GA",34.075398,-84.294091
"Villa Grove, IL",39.862836,-88.162246
"South Attleboro, MA",41.92059,-71.35941
"Dayton, MD",39.239259,-76.986653
"Willow Street, PA",39.979287,-76.276364
"Hodgenville, KY",37.573932,-85.739942
"Chihlowie, VA",36.798422,-81.682321
"Avocado Heights, CA",34.036096,-117.991193
"Aiea, HI",21.379199,-157.930869
"Salina, UT",38.95772,-111.859911
"Tarrytown, NY",41.076212,-73.858743
"Mismisburg, OH",39.642809,-84.286627
"Crane Hill, AL",34.094018,-87.063043
"Brownstown, IL",38.995859,-88.952823
"Valley, AL",32.818736,-85.179401
"Fielding, UT",41.814661,-112.116081
"Elcho, WI",45.43494,-89.183535
"Suffolk/Chesapeake, VA",36.76823,-76.287507
"Rockingham, NC",34.939342,-79.773924
"Boiling Springs Lake, NC",34.030627,-78.06748
"Pembroke, GA",32.13601,-81.622072
"Parkton, MD",39.64307,-76.658248
"Williams, CA",39.154612,-122.149436
"Olney (Musgrove Park), IL",38.730892,-88.085336
"Waverly, AL",32.735435,-85.579097
"LANGLEY, OK",36.463965,-95.047723
"Hinesburg, VT",44.329225,-73.110689
"Timonium, MD",39.435382,-76.61239
"Bethel, ME",44.404435,-70.789876
"Some where between Fernley and shurz, NV",38.950733,-118.811277
"Mountain Rd, NY",41.400065,-74.593514
"El Dorado, AR",33.207445,-92.665592
"Venice beach, CA",33.985065,-118.469505
"Reno/Stead, NV",39.657975,-119.87712
"Oak Creek area, WI",42.885865,-87.863128
"St. Marys, PA",41.427381,-78.560939
"Ouchita National Forest, AR",34.762159,-93.702909
"Lanai, HI",20.81659,-156.927338
"Pierre Part, LA",29.965207,-91.203138
"Silver Bay, MN",47.294353,-91.257368
"Rifle, CO",39.534675,-107.783108
"Lutsen, MN",47.646957,-90.6748
"Willard, NM",34.595895,-106.033623
"Boon, MI",44.289741,-85.602021
"Croghan, NY",43.895926,-75.3924
"Spring Valley, AZ",34.345047,-112.159063
"Marrietta, PA",40.057015,-76.552168
"East Pittsburgh, PA",40.39564,-79.838654
"Moneta, VA",37.182667,-79.619541
"Lewisburg, OR",44.623885,-123.242531
"Kerman, CA",36.723574,-120.059877
"Elkton, OR",43.637598,-123.568133
"Destrehan, LA",29.942982,-90.351759
"Ellisville, MS",31.604044,-89.195598
"Roseville (west of), CA",38.752097,-121.288013
"Ruffsdale/Mt Pleasant, PA",40.14896,-79.541138
"Appomattox, VA",37.357063,-78.825307
"Riverdale City, UT",41.176915,-112.003816
"Johnsonville, SC",33.817935,-79.449202
"Rock Springs, WY",41.587441,-109.202888
"Clairemont, CA",32.824159,-117.193694
"Fall River Mills, CA",41.004619,-121.43833
"Palatka, FL",29.648606,-81.637562
"Dexter, KS",37.177226,-96.714479
"Koloa, HI",21.903646,-159.466625
"Thorsby, AL",32.915705,-86.71583
"Pontoon Beach, IL",38.732211,-90.07102
"Portland/Hillsboro, OR",45.520126,-122.989877
"Hillsboro/Portland, OR",45.496735,-122.705794
"Thorndike, ME",44.60289,-69.236966
"Aspen, CO",39.191087,-106.817525
"Port St. John, FL",28.476962,-80.788663
"Bridgeton, MI",43.346711,-85.937265
"Genoa, OH",41.518125,-83.359108
"Ronks, PA",40.026231,-76.168584
"Near Woody, CA",35.704139,-118.834238
"Park Ridge, NJ",41.03757,-74.040675
"Annapolis/Crofton, MD",39.016389,-76.697236
"Perryville, TX",32.865657,-95.157731
"Gulf shores, AL",30.246012,-87.700814
"Grangeville, ID",45.926544,-116.122367
"Anderson or Oconee, SC",34.74925,-82.993166
"Ecorse, MI",42.24446,-83.145767
"Holden, MO",38.714165,-93.991333
"Port Sulphur, LA",29.480477,-89.693952
"Puget Sound (bet Seattle/Bainbridge Island), WA",47.624857,-122.521007
"Pacoima, CA",34.276764,-118.410447
"Clinton, MT",46.769763,-113.714404
"Roseville/St paul, MN",45.006053,-93.156592
"Marriottsville, MD",39.34913,-76.899659
"Redlands (heading nw), CA",34.055561,-117.18256
"Eden, NY",42.652303,-78.896996
"Jonesboro, IL",37.451742,-89.268121
"Pineview, GA",32.110144,-83.500988
"Mountville, PA",40.039239,-76.430816
"Ridgway, PA",41.420366,-78.728624
"Oxford, NJ",40.813231,-74.999832
"King County (above), WA",47.548052,-121.983585
"Marble Hill, MO",37.305903,-89.970359
"Kenton, OH",40.647022,-83.609647
"Freeport (Treasure Island ), TX",29.604414,-98.038918
"Armona, CA",36.315797,-119.708456
"Winchester (French Valley), CA",33.706992,-117.084488
"Sumas, WA",49.000129,-122.264874
"Logansport, LA",31.975421,-93.99799
"Ronan, MT",47.52882,-114.101495
"Barnesville, GA",33.054544,-84.155732
"Oceanside (viewing east county), CA",33.195881,-117.379503
"East Setauket, NY",40.92935,-73.102549
"Jefferson, OH",41.738647,-80.769816
"New Baltimore, VA",38.767342,-77.728328
"George (The Gorge amphitheatre), WA",47.101343,-119.995667
"Lemont, PA",40.810615,-77.818336
"Little Canada, MN",45.027462,-93.089819
"Dryden, WA",47.541255,-120.560901
"Ladysmith, WI",45.463032,-91.104019
"Norwalk/Westport (between on Ct 15), CT",41.310258,-73.030973
"Catalina Township, AZ",32.500091,-110.921204
"Groom Creek wilderness area, AZ",34.475562,-112.431296
"Morada, CA",38.042878,-121.246186
"Hendersom, NV",36.039542,-114.981699
"Dousman, WI",43.014198,-88.472617
"Tacna, AZ",32.697557,-113.953542
"Syracuse (20-30 mins away from), NY",40.712754,-74.005959
"Chincoteague Island, VA",37.933153,-75.378818
"Lowell, NH",42.633433,-71.316174
"Flushing, MI",43.063057,-83.851054
"Lincoln, AR",35.947623,-94.423469
"Rexford, NY",42.856311,-73.888594
"Scandia, MN",45.253602,-92.805748
"Fremont (west of; on I-90 ), OH",43.933991,-91.813024
"Elk, WA",48.016307,-117.276585
"Maryville, IA",42.687775,-91.645415
